data_hora,lixo1,lixo2,user
20210501080500,-2.289.836.111,-4.309.041.667,172
20210501081000,-2.289.836.111,-4.309.041.667,178
20210501081500,-2.289.836.111,-4.309.041.667,160
20210501082000,-2.289.836.111,-4.309.041.667,144
20210501082500,-2.289.836.111,-4.309.041.667,156
20210501083000,-2.289.836.111,-4.309.041.667,139
20210501083500,-2.289.836.111,-4.309.041.667,145
20210501084000,-2.289.836.111,-4.309.041.667,171
20210501084500,-2.289.836.111,-4.309.041.667,185
20210501085000,-2.289.836.111,-4.309.041.667,153
20210501085500,-2.289.836.111,-4.309.041.667,147
,,,
20210501090000,-2.289.836.111,-4.309.041.667,169
20210501090500,-2.289.836.111,-4.309.041.667,213
20210501091000,-2.289.836.111,-4.309.041.667,209
20210501091500,-2.289.836.111,-4.309.041.667,184
20210501092000,-2.289.836.111,-4.309.041.667,215
20210501092500,-2.289.836.111,-4.309.041.667,180
20210501093000,-2.289.836.111,-4.309.041.667,173
20210501093500,-2.289.836.111,-4.309.041.667,183
20210501094000,-2.289.836.111,-4.309.041.667,162
20210501094500,-2.289.836.111,-4.309.041.667,198
20210501095000,-2.289.836.111,-4.309.041.667,201
20210501095500,-2.289.836.111,-4.309.041.667,196
,,,
20210501100000,-2.289.836.111,-4.309.041.667,194
20210501100500,-2.289.836.111,-4.309.041.667,238
20210501101000,-2.289.836.111,-4.309.041.667,175
20210501101500,-2.289.836.111,-4.309.041.667,248
20210501102000,-2.289.836.111,-4.309.041.667,234
20210501102500,-2.289.836.111,-4.309.041.667,206
20210501103000,-2.289.836.111,-4.309.041.667,199
20210501103500,-2.289.836.111,-4.309.041.667,213
20210501104000,-2.289.836.111,-4.309.041.667,190
20210501104500,-2.289.836.111,-4.309.041.667,202
20210501105000,-2.289.836.111,-4.309.041.667,190
20210501105500,-2.289.836.111,-4.309.041.667,240
,,,
20210501110000,-2.289.836.111,-4.309.041.667,267
20210501110500,-2.289.836.111,-4.309.041.667,299
20210501111000,-2.289.836.111,-4.309.041.667,203
20210501111500,-2.289.836.111,-4.309.041.667,239
20210501112000,-2.289.836.111,-4.309.041.667,223
20210501112500,-2.289.836.111,-4.309.041.667,270
20210501113000,-2.289.836.111,-4.309.041.667,235
20210501113500,-2.289.836.111,-4.309.041.667,245
20210501114000,-2.289.836.111,-4.309.041.667,234
20210501114500,-2.289.836.111,-4.309.041.667,238
20210501115000,-2.289.836.111,-4.309.041.667,172
20210501115500,-2.289.836.111,-4.309.041.667,221
,,,
20210501120000,-2.289.836.111,-4.309.041.667,252
20210501120500,-2.289.836.111,-4.309.041.667,267
20210501121000,-2.289.836.111,-4.309.041.667,218
20210501121500,-2.289.836.111,-4.309.041.667,192
20210501122000,-2.289.836.111,-4.309.041.667,265
20210501122500,-2.289.836.111,-4.309.041.667,180
20210501123000,-2.289.836.111,-4.309.041.667,269
20210501123500,-2.289.836.111,-4.309.041.667,232
20210501124000,-2.289.836.111,-4.309.041.667,209
20210501124500,-2.289.836.111,-4.309.041.667,221
20210501125000,-2.289.836.111,-4.309.041.667,183
20210501125500,-2.289.836.111,-4.309.041.667,197
,,,
20210501130000,-2.289.836.111,-4.309.041.667,262
20210501130500,-2.289.836.111,-4.309.041.667,258
20210501131000,-2.289.836.111,-4.309.041.667,260
20210501131500,-2.289.836.111,-4.309.041.667,217
20210501132000,-2.289.836.111,-4.309.041.667,239
20210501132500,-2.289.836.111,-4.309.041.667,175
20210501133000,-2.289.836.111,-4.309.041.667,245
20210501133500,-2.289.836.111,-4.309.041.667,217
20210501134000,-2.289.836.111,-4.309.041.667,238
20210501134500,-2.289.836.111,-4.309.041.667,210
20210501135000,-2.289.836.111,-4.309.041.667,212
20210501135500,-2.289.836.111,-4.309.041.667,207
,,,
20210501140000,-2.289.836.111,-4.309.041.667,221
20210501140500,-2.289.836.111,-4.309.041.667,302
20210501141000,-2.289.836.111,-4.309.041.667,233
20210501141500,-2.289.836.111,-4.309.041.667,227
20210501142000,-2.289.836.111,-4.309.041.667,216
20210501142500,-2.289.836.111,-4.309.041.667,237
20210501143000,-2.289.836.111,-4.309.041.667,266
20210501143500,-2.289.836.111,-4.309.041.667,217
20210501144000,-2.289.836.111,-4.309.041.667,229
20210501144500,-2.289.836.111,-4.309.041.667,195
20210501145000,-2.289.836.111,-4.309.041.667,184
20210501145500,-2.289.836.111,-4.309.041.667,158
,,,
20210501150000,-2.289.836.111,-4.309.041.667,227
20210501150500,-2.289.836.111,-4.309.041.667,174
20210501151000,-2.289.836.111,-4.309.041.667,193
20210501151500,-2.289.836.111,-4.309.041.667,217
20210501152000,-2.289.836.111,-4.309.041.667,236
20210501152500,-2.289.836.111,-4.309.041.667,237
20210501153000,-2.289.836.111,-4.309.041.667,261
20210501153500,-2.289.836.111,-4.309.041.667,221
20210501154000,-2.289.836.111,-4.309.041.667,202
20210501154500,-2.289.836.111,-4.309.041.667,204
20210501155000,-2.289.836.111,-4.309.041.667,263
20210501155500,-2.289.836.111,-4.309.041.667,209
,,,
20210501160000,-2.289.836.111,-4.309.041.667,229
20210501160500,-2.289.836.111,-4.309.041.667,216
20210501161000,-2.289.836.111,-4.309.041.667,255
20210501161500,-2.289.836.111,-4.309.041.667,195
20210501162000,-2.289.836.111,-4.309.041.667,211
20210501162500,-2.289.836.111,-4.309.041.667,174
20210501163000,-2.289.836.111,-4.309.041.667,213
20210501163500,-2.289.836.111,-4.309.041.667,193
20210501164000,-2.289.836.111,-4.309.041.667,182
20210501164500,-2.289.836.111,-4.309.041.667,223
20210501165000,-2.289.836.111,-4.309.041.667,182
20210501165500,-2.289.836.111,-4.309.041.667,201
,,,
20210501170000,-2.289.836.111,-4.309.041.667,224
20210501170500,-2.289.836.111,-4.309.041.667,193
20210501171000,-2.289.836.111,-4.309.041.667,240
20210501171500,-2.289.836.111,-4.309.041.667,253
20210501172000,-2.289.836.111,-4.309.041.667,244
20210501172500,-2.289.836.111,-4.309.041.667,217
20210501173000,-2.289.836.111,-4.309.041.667,236
20210501173500,-2.289.836.111,-4.309.041.667,237
20210501174000,-2.289.836.111,-4.309.041.667,218
20210501174500,-2.289.836.111,-4.309.041.667,298
20210501175000,-2.289.836.111,-4.309.041.667,229
20210501175500,-2.289.836.111,-4.309.041.667,244
,,,
20210501180000,-2.289.836.111,-4.309.041.667,248
20210501180500,-2.289.836.111,-4.309.041.667,275
20210501181000,-2.289.836.111,-4.309.041.667,268
20210501181500,-2.289.836.111,-4.309.041.667,267
20210501182000,-2.289.836.111,-4.309.041.667,206
20210501182500,-2.289.836.111,-4.309.041.667,253
20210501183000,-2.289.836.111,-4.309.041.667,279
20210501183500,-2.289.836.111,-4.309.041.667,222
20210501184000,-2.289.836.111,-4.309.041.667,232
20210501184500,-2.289.836.111,-4.309.041.667,231
20210501185000,-2.289.836.111,-4.309.041.667,229
20210501185500,-2.289.836.111,-4.309.041.667,251
,,,
20210501190000,-2.289.836.111,-4.309.041.667,269
20210501190500,-2.289.836.111,-4.309.041.667,194
20210501191000,-2.289.836.111,-4.309.041.667,203
20210501191500,-2.289.836.111,-4.309.041.667,250
20210501192000,-2.289.836.111,-4.309.041.667,261
20210501192500,-2.289.836.111,-4.309.041.667,228
20210501193000,-2.289.836.111,-4.309.041.667,268
20210501193500,-2.289.836.111,-4.309.041.667,248
20210501194000,-2.289.836.111,-4.309.041.667,226
20210501194500,-2.289.836.111,-4.309.041.667,232
20210501195000,-2.289.836.111,-4.309.041.667,218
20210501195500,-2.289.836.111,-4.309.041.667,234
,,,
20210501200000,-2.289.836.111,-4.309.041.667,237
20210501200500,-2.289.836.111,-4.309.041.667,240
20210501201000,-2.289.836.111,-4.309.041.667,197
20210501201500,-2.289.836.111,-4.309.041.667,225
20210501202000,-2.289.836.111,-4.309.041.667,234
20210501202500,-2.289.836.111,-4.309.041.667,233
20210501203000,-2.289.836.111,-4.309.041.667,251
20210501203500,-2.289.836.111,-4.309.041.667,272
20210501204000,-2.289.836.111,-4.309.041.667,243
20210501204500,-2.289.836.111,-4.309.041.667,203
20210501205000,-2.289.836.111,-4.309.041.667,246
20210501205500,-2.289.836.111,-4.309.041.667,268
,,,
20210501210000,-2.289.836.111,-4.309.041.667,253
20210501210500,-2.289.836.111,-4.309.041.667,207
20210501211000,-2.289.836.111,-4.309.041.667,252
20210501211500,-2.289.836.111,-4.309.041.667,220
20210501212000,-2.289.836.111,-4.309.041.667,231
20210501212500,-2.289.836.111,-4.309.041.667,235
20210501213000,-2.289.836.111,-4.309.041.667,261
20210501213500,-2.289.836.111,-4.309.041.667,232
20210501214000,-2.289.836.111,-4.309.041.667,200
20210501214500,-2.289.836.111,-4.309.041.667,213
20210501215000,-2.289.836.111,-4.309.041.667,237
20210501215500,-2.289.836.111,-4.309.041.667,271
,,,
20210501220000,-2.289.836.111,-4.309.041.667,225
20210501220500,-2.289.836.111,-4.309.041.667,186
20210501221000,-2.289.836.111,-4.309.041.667,189
20210501221500,-2.289.836.111,-4.309.041.667,245
20210501222000,-2.289.836.111,-4.309.041.667,217
20210501222500,-2.289.836.111,-4.309.041.667,228
20210501223000,-2.289.836.111,-4.309.041.667,215
20210501223500,-2.289.836.111,-4.309.041.667,193
20210501224000,-2.289.836.111,-4.309.041.667,202
20210501224500,-2.289.836.111,-4.309.041.667,138
20210501225000,-2.289.836.111,-4.309.041.667,124
20210501225500,-2.289.836.111,-4.309.041.667,92
,,,
20210501230000,-2.289.836.111,-4.309.041.667,121
20210501230500,-2.289.836.111,-4.309.041.667,98
20210501231000,-2.289.836.111,-4.309.041.667,110
20210501231500,-2.289.836.111,-4.309.041.667,137
20210501232000,-2.289.836.111,-4.309.041.667,103
20210501232500,-2.289.836.111,-4.309.041.667,92
20210501233000,-2.289.836.111,-4.309.041.667,98
20210501233500,-2.289.836.111,-4.309.041.667,85
20210501234000,-2.289.836.111,-4.309.041.667,58
20210501234500,-2.289.836.111,-4.309.041.667,10
,,,
20210502000000,-2.289.836.111,-4.309.041.667,186
20210502000500,-2.289.836.111,-4.309.041.667,165
20210502001000,-2.289.836.111,-4.309.041.667,146
20210502001500,-2.289.836.111,-4.309.041.667,176
20210502002000,-2.289.836.111,-4.309.041.667,146
20210502002500,-2.289.836.111,-4.309.041.667,154
20210502003000,-2.289.836.111,-4.309.041.667,254
20210502003500,-2.289.836.111,-4.309.041.667,230
20210502004000,-2.289.836.111,-4.309.041.667,224
20210502004500,-2.289.836.111,-4.309.041.667,231
20210502005000,-2.289.836.111,-4.309.041.667,214
20210502005500,-2.289.836.111,-4.309.041.667,258
,,,
20210502010000,-2.289.836.111,-4.309.041.667,178
20210502010500,-2.289.836.111,-4.309.041.667,121
20210502011000,-2.289.836.111,-4.309.041.667,136
20210502011500,-2.289.836.111,-4.309.041.667,154
20210502012000,-2.289.836.111,-4.309.041.667,165
20210502012500,-2.289.836.111,-4.309.041.667,127
20210502013000,-2.289.836.111,-4.309.041.667,140
20210502013500,-2.289.836.111,-4.309.041.667,126
20210502014000,-2.289.836.111,-4.309.041.667,117
20210502014500,-2.289.836.111,-4.309.041.667,115
20210502015000,-2.289.836.111,-4.309.041.667,112
20210502015500,-2.289.836.111,-4.309.041.667,126
,,,
20210502020000,-2.289.836.111,-4.309.041.667,151
20210502020500,-2.289.836.111,-4.309.041.667,113
20210502021000,-2.289.836.111,-4.309.041.667,95
20210502021500,-2.289.836.111,-4.309.041.667,109
20210502022000,-2.289.836.111,-4.309.041.667,88
20210502022500,-2.289.836.111,-4.309.041.667,98
20210502023000,-2.289.836.111,-4.309.041.667,108
20210502023500,-2.289.836.111,-4.309.041.667,118
20210502024000,-2.289.836.111,-4.309.041.667,86
20210502024500,-2.289.836.111,-4.309.041.667,83
20210502025000,-2.289.836.111,-4.309.041.667,80
20210502025500,-2.289.836.111,-4.309.041.667,89
,,,
20210502030000,-2.289.836.111,-4.309.041.667,127
20210502030500,-2.289.836.111,-4.309.041.667,94
20210502031000,-2.289.836.111,-4.309.041.667,77
20210502031500,-2.289.836.111,-4.309.041.667,102
20210502032000,-2.289.836.111,-4.309.041.667,94
20210502032500,-2.289.836.111,-4.309.041.667,90
20210502033000,-2.289.836.111,-4.309.041.667,87
20210502033500,-2.289.836.111,-4.309.041.667,94
20210502034000,-2.289.836.111,-4.309.041.667,68
20210502034500,-2.289.836.111,-4.309.041.667,68
20210502035000,-2.289.836.111,-4.309.041.667,106
20210502035500,-2.289.836.111,-4.309.041.667,111
,,,
20210502040000,-2.289.836.111,-4.309.041.667,131
20210502040500,-2.289.836.111,-4.309.041.667,82
20210502041000,-2.289.836.111,-4.309.041.667,80
20210502041500,-2.289.836.111,-4.309.041.667,89
20210502042000,-2.289.836.111,-4.309.041.667,94
20210502042500,-2.289.836.111,-4.309.041.667,78
20210502043000,-2.289.836.111,-4.309.041.667,84
20210502043500,-2.289.836.111,-4.309.041.667,91
20210502044000,-2.289.836.111,-4.309.041.667,76
20210502044500,-2.289.836.111,-4.309.041.667,64
20210502045000,-2.289.836.111,-4.309.041.667,76
20210502045500,-2.289.836.111,-4.309.041.667,88
,,,
20210502050000,-2.289.836.111,-4.309.041.667,108
20210502050500,-2.289.836.111,-4.309.041.667,76
20210502051000,-2.289.836.111,-4.309.041.667,74
20210502051500,-2.289.836.111,-4.309.041.667,84
20210502052000,-2.289.836.111,-4.309.041.667,78
20210502052500,-2.289.836.111,-4.309.041.667,67
20210502053000,-2.289.836.111,-4.309.041.667,94
20210502053500,-2.289.836.111,-4.309.041.667,94
20210502054000,-2.289.836.111,-4.309.041.667,89
20210502054500,-2.289.836.111,-4.309.041.667,80
20210502055000,-2.289.836.111,-4.309.041.667,74
20210502055500,-2.289.836.111,-4.309.041.667,106
,,,
20210502060000,-2.289.836.111,-4.309.041.667,107
20210502060500,-2.289.836.111,-4.309.041.667,72
20210502061000,-2.289.836.111,-4.309.041.667,78
20210502061500,-2.289.836.111,-4.309.041.667,105
20210502062000,-2.289.836.111,-4.309.041.667,106
20210502062500,-2.289.836.111,-4.309.041.667,82
20210502063000,-2.289.836.111,-4.309.041.667,108
20210502063500,-2.289.836.111,-4.309.041.667,98
20210502064000,-2.289.836.111,-4.309.041.667,96
20210502064500,-2.289.836.111,-4.309.041.667,100
20210502065000,-2.289.836.111,-4.309.041.667,115
20210502065500,-2.289.836.111,-4.309.041.667,112
,,,
20210502070000,-2.289.836.111,-4.309.041.667,120
20210502070500,-2.289.836.111,-4.309.041.667,95
20210502071000,-2.289.836.111,-4.309.041.667,93
20210502071500,-2.289.836.111,-4.309.041.667,122
20210502072000,-2.289.836.111,-4.309.041.667,114
20210502072500,-2.289.836.111,-4.309.041.667,138
20210502073000,-2.289.836.111,-4.309.041.667,120
20210502073500,-2.289.836.111,-4.309.041.667,109
20210502074000,-2.289.836.111,-4.309.041.667,137
20210502074500,-2.289.836.111,-4.309.041.667,113
20210502075000,-2.289.836.111,-4.309.041.667,124
20210502075500,-2.289.836.111,-4.309.041.667,160
,,,
20210502080000,-2.289.836.111,-4.309.041.667,195
20210502080500,-2.289.836.111,-4.309.041.667,109
20210502081000,-2.289.836.111,-4.309.041.667,125
20210502081500,-2.289.836.111,-4.309.041.667,171
20210502082000,-2.289.836.111,-4.309.041.667,164
20210502082500,-2.289.836.111,-4.309.041.667,142
20210502083000,-2.289.836.111,-4.309.041.667,124
20210502083500,-2.289.836.111,-4.309.041.667,142
20210502084000,-2.289.836.111,-4.309.041.667,129
20210502084500,-2.289.836.111,-4.309.041.667,173
20210502085000,-2.289.836.111,-4.309.041.667,181
20210502085500,-2.289.836.111,-4.309.041.667,165
,,,
20210502090000,-2.289.836.111,-4.309.041.667,150
20210502090500,-2.289.836.111,-4.309.041.667,163
20210502091000,-2.289.836.111,-4.309.041.667,164
20210502091500,-2.289.836.111,-4.309.041.667,192
20210502092000,-2.289.836.111,-4.309.041.667,154
20210502092500,-2.289.836.111,-4.309.041.667,174
20210502093000,-2.289.836.111,-4.309.041.667,150
20210502093500,-2.289.836.111,-4.309.041.667,149
20210502094000,-2.289.836.111,-4.309.041.667,157
20210502094500,-2.289.836.111,-4.309.041.667,109
20210502095000,-2.289.836.111,-4.309.041.667,159
20210502095500,-2.289.836.111,-4.309.041.667,164
,,,
20210502100000,-2.289.836.111,-4.309.041.667,166
20210502100500,-2.289.836.111,-4.309.041.667,142
20210502101000,-2.289.836.111,-4.309.041.667,186
20210502101500,-2.289.836.111,-4.309.041.667,180
20210502102000,-2.289.836.111,-4.309.041.667,162
20210502102500,-2.289.836.111,-4.309.041.667,163
20210502103000,-2.289.836.111,-4.309.041.667,167
20210502103500,-2.289.836.111,-4.309.041.667,190
20210502104000,-2.289.836.111,-4.309.041.667,191
20210502104500,-2.289.836.111,-4.309.041.667,210
20210502105000,-2.289.836.111,-4.309.041.667,215
20210502105500,-2.289.836.111,-4.309.041.667,234
,,,
20210502110000,-2.289.836.111,-4.309.041.667,177
20210502110500,-2.289.836.111,-4.309.041.667,175
20210502111000,-2.289.836.111,-4.309.041.667,204
20210502111500,-2.289.836.111,-4.309.041.667,227
20210502112000,-2.289.836.111,-4.309.041.667,212
20210502112500,-2.289.836.111,-4.309.041.667,191
20210502113000,-2.289.836.111,-4.309.041.667,243
20210502113500,-2.289.836.111,-4.309.041.667,236
20210502114000,-2.289.836.111,-4.309.041.667,200
20210502114500,-2.289.836.111,-4.309.041.667,204
20210502115000,-2.289.836.111,-4.309.041.667,181
20210502115500,-2.289.836.111,-4.309.041.667,236
,,,
20210502120000,-2.289.836.111,-4.309.041.667,231
20210502120500,-2.289.836.111,-4.309.041.667,204
20210502121000,-2.289.836.111,-4.309.041.667,268
20210502121500,-2.289.836.111,-4.309.041.667,227
20210502122000,-2.289.836.111,-4.309.041.667,238
20210502122500,-2.289.836.111,-4.309.041.667,187
20210502123000,-2.289.836.111,-4.309.041.667,270
20210502123500,-2.289.836.111,-4.309.041.667,226
20210502124000,-2.289.836.111,-4.309.041.667,193
20210502124500,-2.289.836.111,-4.309.041.667,275
20210502125000,-2.289.836.111,-4.309.041.667,212
20210502125500,-2.289.836.111,-4.309.041.667,226
,,,
20210502130000,-2.289.836.111,-4.309.041.667,205
20210502130500,-2.289.836.111,-4.309.041.667,217
20210502131000,-2.289.836.111,-4.309.041.667,236
20210502131500,-2.289.836.111,-4.309.041.667,212
20210502132000,-2.289.836.111,-4.309.041.667,177
20210502132500,-2.289.836.111,-4.309.041.667,186
20210502133000,-2.289.836.111,-4.309.041.667,182
20210502133500,-2.289.836.111,-4.309.041.667,236
20210502134000,-2.289.836.111,-4.309.041.667,253
20210502134500,-2.289.836.111,-4.309.041.667,243
20210502135000,-2.289.836.111,-4.309.041.667,200
20210502135500,-2.289.836.111,-4.309.041.667,184
,,,
20210502140000,-2.289.836.111,-4.309.041.667,177
20210502140500,-2.289.836.111,-4.309.041.667,183
20210502141000,-2.289.836.111,-4.309.041.667,205
20210502141500,-2.289.836.111,-4.309.041.667,198
20210502142000,-2.289.836.111,-4.309.041.667,266
20210502142500,-2.289.836.111,-4.309.041.667,192
20210502143000,-2.289.836.111,-4.309.041.667,180
20210502143500,-2.289.836.111,-4.309.041.667,235
20210502144000,-2.289.836.111,-4.309.041.667,196
20210502144500,-2.289.836.111,-4.309.041.667,209
20210502145000,-2.289.836.111,-4.309.041.667,214
20210502145500,-2.289.836.111,-4.309.041.667,200
,,,
20210502150000,-2.289.836.111,-4.309.041.667,181
20210502150500,-2.289.836.111,-4.309.041.667,214
20210502151000,-2.289.836.111,-4.309.041.667,210
20210502151500,-2.289.836.111,-4.309.041.667,209
20210502152000,-2.289.836.111,-4.309.041.667,267
20210502152500,-2.289.836.111,-4.309.041.667,208
20210502153000,-2.289.836.111,-4.309.041.667,199
20210502153500,-2.289.836.111,-4.309.041.667,331
20210502154000,-2.289.836.111,-4.309.041.667,322
20210502154500,-2.289.836.111,-4.309.041.667,208
20210502155000,-2.289.836.111,-4.309.041.667,242
20210502155500,-2.289.836.111,-4.309.041.667,218
,,,
20210502160000,-2.289.836.111,-4.309.041.667,202
20210502160500,-2.289.836.111,-4.309.041.667,240
20210502161000,-2.289.836.111,-4.309.041.667,256
20210502161500,-2.289.836.111,-4.309.041.667,238
20210502162000,-2.289.836.111,-4.309.041.667,223
20210502162500,-2.289.836.111,-4.309.041.667,269
20210502163000,-2.289.836.111,-4.309.041.667,184
20210502163500,-2.289.836.111,-4.309.041.667,212
20210502164000,-2.289.836.111,-4.309.041.667,217
20210502164500,-2.289.836.111,-4.309.041.667,238
20210502165000,-2.289.836.111,-4.309.041.667,244
20210502165500,-2.289.836.111,-4.309.041.667,239
,,,
20210502170000,-2.289.836.111,-4.309.041.667,236
20210502170500,-2.289.836.111,-4.309.041.667,262
20210502171000,-2.289.836.111,-4.309.041.667,225
20210502171500,-2.289.836.111,-4.309.041.667,226
20210502172000,-2.289.836.111,-4.309.041.667,219
20210502172500,-2.289.836.111,-4.309.041.667,271
20210502173000,-2.289.836.111,-4.309.041.667,224
20210502173500,-2.289.836.111,-4.309.041.667,227
20210502174000,-2.289.836.111,-4.309.041.667,282
20210502174500,-2.289.836.111,-4.309.041.667,233
20210502175000,-2.289.836.111,-4.309.041.667,281
20210502175500,-2.289.836.111,-4.309.041.667,233
,,,
20210502180000,-2.289.836.111,-4.309.041.667,269
20210502180500,-2.289.836.111,-4.309.041.667,258
20210502181000,-2.289.836.111,-4.309.041.667,241
20210502181500,-2.289.836.111,-4.309.041.667,226
20210502182000,-2.289.836.111,-4.309.041.667,233
20210502182500,-2.289.836.111,-4.309.041.667,217
20210502183000,-2.289.836.111,-4.309.041.667,239
20210502183500,-2.289.836.111,-4.309.041.667,187
20210502184000,-2.289.836.111,-4.309.041.667,240
20210502184500,-2.289.836.111,-4.309.041.667,263
20210502185000,-2.289.836.111,-4.309.041.667,215
20210502185500,-2.289.836.111,-4.309.041.667,231
,,,
20210502190000,-2.289.836.111,-4.309.041.667,217
20210502190500,-2.289.836.111,-4.309.041.667,234
20210502191000,-2.289.836.111,-4.309.041.667,231
20210502191500,-2.289.836.111,-4.309.041.667,272
20210502192000,-2.289.836.111,-4.309.041.667,244
20210502192500,-2.289.836.111,-4.309.041.667,249
20210502193000,-2.289.836.111,-4.309.041.667,194
20210502193500,-2.289.836.111,-4.309.041.667,209
20210502194000,-2.289.836.111,-4.309.041.667,215
20210502194500,-2.289.836.111,-4.309.041.667,197
20210502195000,-2.289.836.111,-4.309.041.667,228
20210502195500,-2.289.836.111,-4.309.041.667,249
,,,
20210502200000,-2.289.836.111,-4.309.041.667,225
20210502200500,-2.289.836.111,-4.309.041.667,222
20210502201000,-2.289.836.111,-4.309.041.667,237
20210502201500,-2.289.836.111,-4.309.041.667,195
20210502202000,-2.289.836.111,-4.309.041.667,231
20210502202500,-2.289.836.111,-4.309.041.667,196
20210502203000,-2.289.836.111,-4.309.041.667,219
20210502203500,-2.289.836.111,-4.309.041.667,212
20210502204000,-2.289.836.111,-4.309.041.667,258
20210502204500,-2.289.836.111,-4.309.041.667,205
20210502205000,-2.289.836.111,-4.309.041.667,197
20210502205500,-2.289.836.111,-4.309.041.667,192
,,,
20210502210000,-2.289.836.111,-4.309.041.667,166
20210502210500,-2.289.836.111,-4.309.041.667,175
20210502211000,-2.289.836.111,-4.309.041.667,214
20210502211500,-2.289.836.111,-4.309.041.667,265
20210502212000,-2.289.836.111,-4.309.041.667,311
20210502212500,-2.289.836.111,-4.309.041.667,225
20210502213000,-2.289.836.111,-4.309.041.667,185
20210502213500,-2.289.836.111,-4.309.041.667,203
20210502214000,-2.289.836.111,-4.309.041.667,203
20210502214500,-2.289.836.111,-4.309.041.667,161
20210502215000,-2.289.836.111,-4.309.041.667,173
20210502215500,-2.289.836.111,-4.309.041.667,170
,,,
20210502220000,-2.289.836.111,-4.309.041.667,163
20210502220500,-2.289.836.111,-4.309.041.667,211
20210502221000,-2.289.836.111,-4.309.041.667,206
20210502221500,-2.289.836.111,-4.309.041.667,227
20210502222000,-2.289.836.111,-4.309.041.667,221
20210502222500,-2.289.836.111,-4.309.041.667,202
20210502223000,-2.289.836.111,-4.309.041.667,167
20210502223500,-2.289.836.111,-4.309.041.667,174
20210502224000,-2.289.836.111,-4.309.041.667,168
20210502224500,-2.289.836.111,-4.309.041.667,71
20210502225000,-2.289.836.111,-4.309.041.667,82
20210502225500,-2.289.836.111,-4.309.041.667,95
,,,
20210502230000,-2.289.836.111,-4.309.041.667,58
20210502230500,-2.289.836.111,-4.309.041.667,71
20210502231000,-2.289.836.111,-4.309.041.667,69
20210502231500,-2.289.836.111,-4.309.041.667,85
20210502232000,-2.289.836.111,-4.309.041.667,62
20210502232500,-2.289.836.111,-4.309.041.667,55
20210502233000,-2.289.836.111,-4.309.041.667,38
20210502233500,-2.289.836.111,-4.309.041.667,40
20210502234000,-2.289.836.111,-4.309.041.667,28
,,,
20210503000000,-2.289.836.111,-4.309.041.667,131
20210503000500,-2.289.836.111,-4.309.041.667,155
20210503001000,-2.289.836.111,-4.309.041.667,131
20210503001500,-2.289.836.111,-4.309.041.667,159
20210503002000,-2.289.836.111,-4.309.041.667,105
20210503002500,-2.289.836.111,-4.309.041.667,150
20210503003000,-2.289.836.111,-4.309.041.667,100
20210503003500,-2.289.836.111,-4.309.041.667,109
20210503004000,-2.289.836.111,-4.309.041.667,138
20210503004500,-2.289.836.111,-4.309.041.667,108
20210503005000,-2.289.836.111,-4.309.041.667,110
20210503005500,-2.289.836.111,-4.309.041.667,81
,,,
20210503010000,-2.289.836.111,-4.309.041.667,108
20210503010500,-2.289.836.111,-4.309.041.667,151
20210503011000,-2.289.836.111,-4.309.041.667,122
20210503011500,-2.289.836.111,-4.309.041.667,116
20210503012000,-2.289.836.111,-4.309.041.667,104
20210503012500,-2.289.836.111,-4.309.041.667,117
20210503013000,-2.289.836.111,-4.309.041.667,103
20210503013500,-2.289.836.111,-4.309.041.667,92
20210503014000,-2.289.836.111,-4.309.041.667,128
20210503014500,-2.289.836.111,-4.309.041.667,80
20210503015000,-2.289.836.111,-4.309.041.667,76
20210503015500,-2.289.836.111,-4.309.041.667,87
,,,
20210503020000,-2.289.836.111,-4.309.041.667,75
20210503020500,-2.289.836.111,-4.309.041.667,130
20210503021000,-2.289.836.111,-4.309.041.667,99
20210503021500,-2.289.836.111,-4.309.041.667,117
20210503022000,-2.289.836.111,-4.309.041.667,83
20210503022500,-2.289.836.111,-4.309.041.667,106
20210503023000,-2.289.836.111,-4.309.041.667,91
20210503023500,-2.289.836.111,-4.309.041.667,83
20210503024000,-2.289.836.111,-4.309.041.667,125
20210503024500,-2.289.836.111,-4.309.041.667,83
20210503025000,-2.289.836.111,-4.309.041.667,86
20210503025500,-2.289.836.111,-4.309.041.667,70
,,,
20210503030000,-2.289.836.111,-4.309.041.667,68
20210503030500,-2.289.836.111,-4.309.041.667,105
20210503031000,-2.289.836.111,-4.309.041.667,104
20210503031500,-2.289.836.111,-4.309.041.667,112
20210503032000,-2.289.836.111,-4.309.041.667,79
20210503032500,-2.289.836.111,-4.309.041.667,119
20210503033000,-2.289.836.111,-4.309.041.667,76
20210503033500,-2.289.836.111,-4.309.041.667,92
20210503034000,-2.289.836.111,-4.309.041.667,110
20210503034500,-2.289.836.111,-4.309.041.667,77
20210503035000,-2.289.836.111,-4.309.041.667,55
20210503035500,-2.289.836.111,-4.309.041.667,74
,,,
20210503040000,-2.289.836.111,-4.309.041.667,69
20210503040500,-2.289.836.111,-4.309.041.667,109
20210503041000,-2.289.836.111,-4.309.041.667,84
20210503041500,-2.289.836.111,-4.309.041.667,96
20210503042000,-2.289.836.111,-4.309.041.667,79
20210503042500,-2.289.836.111,-4.309.041.667,111
20210503043000,-2.289.836.111,-4.309.041.667,79
20210503043500,-2.289.836.111,-4.309.041.667,77
20210503044000,-2.289.836.111,-4.309.041.667,92
